countrycode,year,pop1014_fe,pop1014_ma
EAR,2003,142611000,151087399
EAR,2004,143418718,152137663
EAR,2005,144154841,153174848
EAR,2006,144771227,154079661
EAR,2007,145250670,154826966
EAR,2008,145708280,155537779
EAR,2009,146176469,156200473
EAR,2010,146789591,156963693
EAR,2011,147676114,157979825
EAR,2012,148634706,159006073
EAR,2013,149495090,159871575
EAR,2014,150297569,160664275
EAR,2015,150974507,161312271
EAR,2016,151378572,161662431
EAR,2017,151734483,161995070
EAR,2018,152287379,162563871
EAR,2019,152968444,163260348
EAR,2020,153723366,164030535
EAR,2021,154556467,164887424
EAR,2022,155334424,165664272
EAR,2023,155903701,166184771
EAR,2024,156176502,166367755
EAR,2025,156191875,166256164
EAR,2026,156055360,165976880
EAR,2027,155648146,165416050
EAR,2028,155055690,164660374
EAR,2029,154440043,163879640
EAR,2030,153703832,162963064
EAR,2031,152851694,161912287
EAR,2032,152099134,160962919
EAR,2033,151476785,160144080
EAR,2034,151027854,159496275
EAR,2035,150841045,159122295
EAR,2036,150795839,158900330
EAR,2037,150806327,158743204
EAR,2038,150824768,158609732
EAR,2039,150813380,158460309
EAR,2040,150782277,158302089
EAR,2041,150730323,158134559
EAR,2042,150669072,157971735
EAR,2043,150585399,157799554
EAR,2044,150477576,157614226
EAR,2045,150346931,157416696
EAR,2046,150192464,157202187
EAR,2047,149994676,156946750
EAR,2048,149763243,156661460
EAR,2049,149488485,156337102
EAR,2050,149144658,155945974
EAS,1990,80396400,84731525
EAS,1991,80744428,85180712
EAS,1992,82408615,87036141
EAS,1993,84208713,89057669
EAS,1994,85346344,90392392
EAS,1995,86477861,91748954
EAS,1996,87818374,93383939
EAS,1997,89226284,95147816
EAS,1998,90845568,97177306
EAS,1999,92661801,99476472
EAS,2000,94318823,101696703
EAS,2001,94353852,102174796
EAS,2002,92099217,100115797
EAS,2003,89211166,97321837
EAS,2004,86076886,94191166
EAS,2005,82268984,90248386
EAS,2006,79106750,86974016
EAS,2007,77144868,85003542
EAS,2008,75432709,83299496
EAS,2009,73816071,81692243
EAS,2010,72582536,80502288
EAS,2011,71666134,79651728
EAS,2012,70873734,78913763
EAS,2013,70288438,78379368
EAS,2014,69969925,78113781
EAS,2015,69702071,77880318
EAS,2016,69660733,77894265
EAS,2017,70139489,78492417
EAS,2018,70957189,79464168
EAS,2019,71940606,80610978
EAS,2020,72839344,81637688
EAS,2021,73564052,82437664
EAS,2022,74416907,83355673
EAS,2023,75116694,84067849
EAS,2024,75495237,84378646
EAS,2025,75637323,84392092
EAS,2026,75659415,84252434
EAS,2027,75476093,83868025
EAS,2028,74481176,82553442
EAS,2029,72716745,80365571
EAS,2030,70364323,77524007
EAS,2031,67241047,73830608
EAS,2032,63590412,69553220
EAS,2033,60570900,66003156
EAS,2034,58402223,63426825
EAS,2035,56954151,61667835
EAS,2036,56334725,60842593
EAS,2037,56030478,60371432
EAS,2038,55749987,59931354
EAS,2039,55485779,59517278
EAS,2040,55243655,59137724
EAS,2041,55033232,58804252
EAS,2042,54853970,58518092
EAS,2043,54700570,58275087
EAS,2044,54557792,58057290
EAS,2045,54436279,57874079
EAS,2046,54351648,57740894
EAS,2047,54302580,57653360
EAS,2048,54302392,57623481
EAS,2049,54347196,57646555
EAS,2050,54400904,57682924
ECA,1990,15151079,15581597
ECA,1991,15278920,15712364
ECA,1992,15444544,15886018
ECA,1993,15719888,16178143
ECA,1994,16031974,16501504
ECA,1995,16302082,16777044
ECA,1996,16591662,17078632
ECA,1997,16851967,17354696
ECA,1998,16918763,17431646
ECA,1999,16791941,17320162
ECA,2000,16566013,17119642
ECA,2001,16180020,16753244
ECA,2002,15625368,16204169
ECA,2003,15001459,15577261
ECA,2004,14409731,14972787
ECA,2005,13875620,14412753
ECA,2006,13385057,13912579
ECA,2007,12936969,13479603
ECA,2008,12595943,13154033
ECA,2009,12305027,12871541
ECA,2010,12053021,12633340
ECA,2011,11868179,12465569
ECA,2012,11738399,12346646
ECA,2013,11677738,12294848
ECA,2014,11687688,12312388
ECA,2015,11753300,12381477
ECA,2016,11856254,12488167
ECA,2017,12047678,12693215
ECA,2018,12345735,13013201
ECA,2019,12697167,13392282
ECA,2020,13021223,13746448
ECA,2021,13368515,14126695
ECA,2022,13629950,14420860
ECA,2023,13997131,14826031
ECA,2024,14252124,15101751
ECA,2025,14498509,15369963
ECA,2026,14676299,15565238
ECA,2027,14670526,15562809
ECA,2028,14498548,15384774
ECA,2029,14218050,15091532
ECA,2030,13854509,14706658
ECA,2031,13461749,14288922
ECA,2032,13108490,13912680
ECA,2033,12812774,13594182
ECA,2034,12547057,13304094
ECA,2035,12308959,13043483
ECA,2036,12092836,12806645
ECA,2037,11906840,12601954
ECA,2038,11750656,12430879
ECA,2039,11622864,12292048
ECA,2040,11520512,12180541
ECA,2041,11445660,12098384
ECA,2042,11398268,12045655
ECA,2043,11377505,12021539
ECA,2044,11382384,12024924
ECA,2045,11410735,12053415
ECA,2046,11459637,12103755
ECA,2047,11528288,12175151
ECA,2048,11611813,12262521
ECA,2049,11701567,12356672
ECA,2050,11792919,12452701
ECS,1990,30943897,32096433
ECS,1991,30987064,32137557
ECS,1992,31058670,32214346
ECS,1993,31226743,32399902
ECS,1994,31393870,32577320
ECS,1995,31500883,32686618
ECS,1996,31638074,32832066
ECS,1997,31779351,32984841
ECS,1998,31779690,32991720
ECS,1999,31626958,32850872
ECS,2000,31352248,32599953
ECS,2001,30890854,32161526
ECS,2002,30223873,31501866
ECS,2003,29424882,30697232
ECS,2004,28588855,29845891
ECS,2005,27778812,29005288
ECS,2006,27030177,28242303
ECS,2007,26379399,27607504
ECS,2008,25891265,27140601
ECS,2009,25507178,26773231
ECS,2010,25209598,26497854
ECS,2011,24947645,26255800
ECS,2012,24742285,26060391
ECS,2013,24632174,25954201
ECS,2014,24629286,25954556
ECS,2015,24698705,26023673
ECS,2016,24855815,26185038
ECS,2017,25172220,26522385
ECS,2018,25649079,27033665
ECS,2019,26169114,27594885
ECS,2020,26635606,28098961
ECS,2021,27050230,28548742
ECS,2022,27291325,28819589
ECS,2023,27492293,29048829
ECS,2024,27582077,29153586
ECS,2025,27689076,29280161
ECS,2026,27763604,29367524
ECS,2027,27680353,29276738
ECS,2028,27420745,29001947
ECS,2029,27006921,28564425
ECS,2030,26447532,27966627
ECS,2031,25829107,27308677
ECS,2032,25254924,26701114
ECS,2033,24787710,26204046
ECS,2034,24407812,25798226
ECS,2035,24097951,25468304
ECS,2036,23822044,25173901
ECS,2037,23567354,24901078
ECS,2038,23333270,24650252
ECS,2039,23124982,24427577
ECS,2040,22949072,24239640
ECS,2041,22808685,24089458
ECS,2042,22704499,23977921
ECS,2043,22634132,23902484
ECS,2044,22595653,23860948
ECS,2045,22587340,23851501
ECS,2046,22604399,23868992
ECS,2047,22646141,23912617
ECS,2048,22710009,23979768
ECS,2049,22785920,24059821
ECS,2050,22866698,24145016
ECU,1990,609414,625636
ECU,1991,619640,636518
ECU,1992,629864,647451
ECU,1993,640018,658354
ECU,1994,650029,669202
ECU,1995,659763,679933
ECU,1996,669257,690519
ECU,1997,678381,700697
ECU,1998,686889,710156
ECU,1999,694742,718855
ECU,2000,701945,726789
ECU,2001,708488,733980
ECU,2002,714453,740574
ECU,2003,720038,746727
ECU,2004,725479,752668
ECU,2005,730785,758424
ECU,2006,735837,763911
ECU,2007,740589,769179
ECU,2008,745114,774320
ECU,2009,749072,778878
ECU,2010,752054,782411
ECU,2011,754099,784954
ECU,2012,755519,786729
ECU,2013,756378,787817
ECU,2014,756878,788474
ECU,2015,757668,789346
ECU,2016,759186,790899
ECU,2017,761744,793506
ECU,2018,765977,797784
ECU,2019,771106,803050
ECU,2020,776256,808470
ECU,2021,782029,814557
ECU,2022,786182,818971
ECU,2023,785830,818680
ECU,2024,780826,813523
ECU,2025,772048,804438
ECU,2026,760063,792000
ECU,2027,747875,779337
ECU,2028,738873,770012
ECU,2029,733024,763977
ECU,2030,729198,760059
ECU,2031,726670,757515
ECU,2032,724302,755110
ECU,2033,721721,752455
ECU,2034,719194,749850
ECU,2035,716643,747207
ECU,2036,714379,744857
ECU,2037,712207,742639
ECU,2038,709800,740201
ECU,2039,707439,737818
ECU,2040,705370,735751
ECU,2041,703127,733499
ECU,2042,700522,730861
ECU,2043,697430,727715
ECU,2044,693652,723863
ECU,2045,689380,719495
ECU,2046,684791,714774
ECU,2047,680023,709858
ECU,2048,675519,705230
ECU,2049,671507,701111
ECU,2050,667673,697161
EGY,1990,3275503,3508155
EGY,1991,3387130,3619824
EGY,1992,3496490,3728455
EGY,1993,3607432,3839503
EGY,1994,3714473,3947307
EGY,1995,3819714,4051315
EGY,1996,3928485,4157258
EGY,1997,4033733,4261018
EGY,1998,4123942,4352032
EGY,1999,4191385,4422558
EGY,2000,4230290,4468166
EGY,2001,4240822,4489150
EGY,2002,4240083,4500008
EGY,2003,4233642,4503714
EGY,2004,4223135,4499543
EGY,2005,4219987,4498807
EGY,2006,4227420,4504562
EGY,2007,4237980,4508822
EGY,2008,4257805,4520071
EGY,2009,4293561,4548282
EGY,2010,4338235,4587303
EGY,2011,4394978,4639990
EGY,2012,4458521,4698854
EGY,2013,4522749,4754774
EGY,2014,4587325,4809276
EGY,2015,4655746,4869491
EGY,2016,4729207,4938994
EGY,2017,4812467,5024978
EGY,2018,4906050,5128678
EGY,2019,5009922,5247906
EGY,2020,5143992,5398631
EGY,2021,5308146,5576955
EGY,2022,5494376,5773345
EGY,2023,5708123,5994161
EGY,2024,5937789,6228946
EGY,2025,6145534,6440192
EGY,2026,6275045,6570881
EGY,2027,6317675,6613440
EGY,2028,6299165,6595033
EGY,2029,6222588,6517405
EGY,2030,6107564,6400657
EGY,2031,6017318,6310783
EGY,2032,5962878,6258326
EGY,2033,5912981,6209951
EGY,2034,5881630,6180516
EGY,2035,5868806,6170079
EGY,2036,5864918,6168386
EGY,2037,5871460,6177105
EGY,2038,5886157,6194068
EGY,2039,5907423,6217433
EGY,2040,5933883,6245924
EGY,2041,5965398,6279854
EGY,2042,6006879,6324244
EGY,2043,6063450,6384452
EGY,2044,6133186,6458513
EGY,2045,6211642,6541632
EGY,2046,6296054,6630865
EGY,2047,6375432,6714806
EGY,2048,6442409,6785773
EGY,2049,6497611,6844459
EGY,2050,6539511,6889200
EMU,1990,9840431,10302119
EMU,1991,9790321,10254344
EMU,1992,9734729,10199605
EMU,1993,9656204,10121798
EMU,1994,9547333,10010972
EMU,1995,9418464,9876258
EMU,1996,9282233,9732807
EMU,1997,9163459,9609252
EMU,1998,9092821,9536835
EMU,1999,9070044,9513216
EMU,2000,9064032,9509119
EMU,2001,9051910,9501562
EMU,2002,9020398,9470381
EMU,2003,8945635,9392001
EMU,2004,8817274,9262967
EMU,2005,8671281,9117066
EMU,2006,8549679,8995681
EMU,2007,8474454,8924884
EMU,2008,8439651,8897768
EMU,2009,8446226,8912945
EMU,2010,8486993,8962932
EMU,2011,8481607,8961876
EMU,2012,8477757,8958712
EMU,2013,8480155,8958034
EMU,2014,8486714,8961022
EMU,2015,8476340,8947203
EMU,2016,8478430,8947786
EMU,2017,8514043,8985153
EMU,2018,8577996,9053999
EMU,2019,8629097,9111505
EMU,2020,8677330,9162049
EMU,2021,8703474,9186605
EMU,2022,8715836,9198988
EMU,2023,8637950,9115714
EMU,2024,8549054,9019781
EMU,2025,8470093,8936199
EMU,2026,8398762,8858725
EMU,2027,8335582,8786178
EMU,2028,8262373,8705221
EMU,2029,8162253,8596249
EMU,2030,8024990,8446727
EMU,2031,7874064,8286029
EMU,2032,7738195,8143949
EMU,2033,7634370,8035754
EMU,2034,7560216,7960439
EMU,2035,7515407,7917809
EMU,2036,7481864,7886524
EMU,2037,7442541,7847926
EMU,2038,7402390,7807720
EMU,2039,7363560,7768487
EMU,2040,7326528,7730894
EMU,2041,7292938,7696644
EMU,2042,7263125,7666278
EMU,2043,7235556,7638168
EMU,2044,7209966,7611948
EMU,2045,7185727,7587060
EMU,2046,7161186,7561864
EMU,2047,7137249,7537127
EMU,2048,7116549,7515660
EMU,2049,7098593,7497109
EMU,2050,7081971,7479857
ERI,1990,133940,132639
ERI,1991,127481,126385
ERI,1992,120874,119986
ERI,1993,124730,123939
ERI,1994,128663,127990
ERI,1995,133265,132681
ERI,1996,137545,137079
ERI,1997,140680,140397
ERI,1998,144214,144049
ERI,1999,148057,147943
ERI,2000,151873,151839
ERI,2001,155856,155948
ERI,2002,159974,160217
ERI,2003,164126,164534
ERI,2004,168648,169260
ERI,2005,173074,173956
ERI,2006,179147,180310
ERI,2007,186319,187753
ERI,2008,192618,194256
ERI,2009,197155,198987
ERI,2010,200407,202453
ERI,2011,201717,203929
ERI,2012,202264,204616
ERI,2013,204937,207459
ERI,2014,209452,212177
ERI,2015,215270,218196
ERI,2016,221362,224469
ERI,2017,226455,229712
ERI,2018,230193,233556
ERI,2019,232857,236313
ERI,2020,234443,237978
ERI,2021,235595,239213
ERI,2022,236558,240294
ERI,2023,237313,241178
ERI,2024,237324,241291
ERI,2025,236534,240571
ERI,2026,235283,239355
ERI,2027,233952,238033
ERI,2028,232989,237080
ERI,2029,232655,236774
ERI,2030,233245,237413
ERI,2031,234916,239153
ERI,2032,237408,241733
ERI,2033,240491,244885
ERI,2034,243854,248269
ERI,2035,247402,251818
ERI,2036,251034,255441
ERI,2037,254798,259188
ERI,2038,258814,263206
ERI,2039,262787,267218
ERI,2040,266650,271136
ERI,2041,270435,274976
ERI,2042,273902,278499
ERI,2043,276929,281576
ERI,2044,279595,284281
ERI,2045,281921,286638
ERI,2046,283820,288571
ERI,2047,285288,290075
ERI,2048,286449,291275
ERI,2049,287425,292299
ERI,2050,288098,293018
ESP,1990,1538774,1615256
ESP,1991,1485485,1560221
ESP,1992,1430362,1503254
ESP,1993,1371531,1441427
ESP,1994,1310216,1377753
ESP,1995,1251574,1317523
ESP,1996,1196062,1259298
ESP,1997,1145817,1206791
ESP,1998,1103795,1163989
ESP,1999,1071091,1130458
ESP,2000,1045519,1103798
ESP,2001,1027982,1086198
ESP,2002,1024658,1083048
ESP,2003,1027703,1086265
ESP,2004,1023221,1082207
ESP,2005,1015993,1075173
ESP,2006,1013225,1071457
ESP,2007,1015223,1072465
ESP,2008,1019940,1078060
ESP,2009,1029246,1088069
ESP,2010,1044422,1104623
ESP,2011,1061463,1124060
ESP,2012,1075413,1139934
ESP,2013,1091764,1156237
ESP,2014,1111731,1176938
ESP,2015,1130483,1196867
ESP,2016,1151432,1219753
ESP,2017,1175086,1247492
ESP,2018,1200390,1276929
ESP,2019,1220058,1300499
ESP,2020,1227273,1309610
ESP,2021,1222749,1304816
ESP,2022,1217139,1298015
ESP,2023,1187512,1265362
ESP,2024,1155760,1230178
ESP,2025,1132345,1204336
ESP,2026,1108368,1177645
ESP,2027,1081396,1147863
ESP,2028,1052455,1116378
ESP,2029,1017723,1078192
ESP,2030,973916,1029917
ESP,2031,932811,985665
ESP,2032,902420,953719
ESP,2033,881326,931901
ESP,2034,868609,919493
ESP,2035,863345,915708
ESP,2036,857873,911591
ESP,2037,848950,902817
ESP,2038,841612,895577
ESP,2039,836212,890277
ESP,2040,832415,886594
ESP,2041,829988,884315
ESP,2042,829182,883724
ESP,2043,829305,884111
ESP,2044,829155,884173
ESP,2045,829443,884648
ESP,2046,830040,885440
ESP,2047,830144,885678
ESP,2048,830592,886250
ESP,2049,831378,887185
ESP,2050,831626,887531
EST,1990,54627,56805
EST,1991,54485,56843
EST,1992,53585,56047
EST,1993,52573,55111
EST,1994,52384,55005
EST,1995,52446,55028
EST,1996,52248,54873
EST,1997,52206,55042
EST,1998,52282,55388
EST,1999,51363,54951
EST,2000,50205,54206
EST,2001,49226,53026
EST,2002,47431,50851
EST,2003,44612,47762
EST,2004,41111,43872
EST,2005,37790,40019
EST,2006,35098,36985
EST,2007,32808,34558
EST,2008,30988,32649
EST,2009,29937,31598
EST,2010,29403,31249
EST,2011,29082,31123
EST,2012,29082,31063
EST,2013,29545,31285
EST,2014,30244,31869
EST,2015,31005,32631
EST,2016,31859,33545
EST,2017,33050,34907
EST,2018,34423,36512
EST,2019,35717,37885
EST,2020,36812,38873
EST,2021,37523,39479
EST,2022,37977,39895
EST,2023,37322,39126
EST,2024,36527,38279
EST,2025,35764,37540
EST,2026,35237,37115
EST,2027,34915,37027
EST,2028,34868,37148
EST,2029,34997,37341
EST,2030,34908,37254
EST,2031,34670,36859
EST,2032,34424,36384
EST,2033,33884,35785
EST,2034,33062,35026
EST,2035,32260,34235
EST,2036,31467,33400
EST,2037,30690,32580
EST,2038,29941,31787
EST,2039,29233,31037
EST,2040,28589,30354
EST,2041,28025,29756
EST,2042,27556,29259
EST,2043,27184,28864
EST,2044,26922,28587
EST,2045,26785,28442
EST,2046,26748,28402
EST,2047,26785,28442
EST,2048,26893,28556
EST,2049,27044,28716
EST,2050,27194,28876
ETH,1990,2914852,2956803
ETH,1991,3028475,3080389
ETH,1992,3130431,3196537
ETH,1993,3209276,3294335
ETH,1994,3292839,3395929
ETH,1995,3396257,3518365
ETH,1996,3526216,3666396
ETH,1997,3688238,3842368
ETH,1998,3873691,4039679
ETH,1999,4059701,4236064
ETH,2000,4233308,4416454
ETH,2001,4399045,4587205
ETH,2002,4549882,4741263
ETH,2003,4692251,4884001
ETH,2004,4842954,5035290
ETH,2005,4996443,5188461
ETH,2006,5147741,5338964
ETH,2007,5305200,5498818
ETH,2008,5466257,5663719
ETH,2009,5626127,5825335
ETH,2010,5785271,5986324
ETH,2011,5941542,6143844
ETH,2012,6099587,6300696
ETH,2013,6254198,6454419
ETH,2014,6400685,6602634
ETH,2015,6543627,6750115
ETH,2016,6680335,6893365
ETH,2017,6806635,7027934
ETH,2018,6926106,7155665
ETH,2019,7030300,7266788
ETH,2020,7118561,7360342
ETH,2021,7201685,7447418
ETH,2022,7273666,7522981
ETH,2023,7334048,7587573
ETH,2024,7405340,7663413
ETH,2025,7501167,7762757
ETH,2026,7619437,7884263
ETH,2027,7763010,8032607
ETH,2028,7939957,8216243
ETH,2029,8148506,8433689
ETH,2030,8364335,8660216
ETH,2031,8567614,8873986
ETH,2032,8756320,9071532
ETH,2033,8925273,9247068
ETH,2034,9059249,9384565
ETH,2035,9164128,9490477
ETH,2036,9256871,9583466
ETH,2037,9341487,9668256
ETH,2038,9421287,9748177
ETH,2039,9499422,9826857
ETH,2040,9573386,9902502
ETH,2041,9636166,9967130
ETH,2042,9691716,10023844
ETH,2043,9738232,10071065
ETH,2044,9776420,10110070
ETH,2045,9812639,10147010
ETH,2046,9848926,10184186
ETH,2047,9883406,10220107
ETH,2048,9918775,10257350
ETH,2049,9960754,10301555
ETH,2050,10008628,10351907
EUU,1990,14111538,14744190
EUU,1991,13988062,14614600
EUU,1992,13851025,14472197
EUU,1993,13704992,14324421
EUU,1994,13537765,14153679
EUU,1995,13361213,13970471
EUU,1996,13192126,13794425
EUU,1997,13047314,13644494
EUU,1998,12946053,13540039
EUU,1999,12884830,13475645
EUU,2000,12803384,13391888
EUU,2001,12690024,13280718
EUU,2002,12544815,13135512
EUU,2003,12354233,12940532
EUU,2004,12102945,12685882
EUU,2005,11828501,12406989
EUU,2006,11580747,12154494
EUU,2007,11386784,11960459
EUU,2008,11245313,11824657
EUU,2009,11162481,11751041
EUU,2010,11134724,11734167
EUU,2011,11083750,11689835
EUU,2012,11041980,11649944
EUU,2013,11017648,11622138
EUU,2014,11008005,11609272
EUU,2015,10994547,11593052
EUU,2016,11013398,11611602
EUU,2017,11087131,11689555
EUU,2018,11209031,11819866
EUU,2019,11326885,11947362
EUU,2020,11423684,12049001
EUU,2021,11455357,12081616
EUU,2022,11404329,12026648
EUU,2023,11230130,11843436
EUU,2024,11068805,11677119
EUU,2025,10940027,11545425
EUU,2026,10855035,11454670
EUU,2027,10805374,11394229
EUU,2028,10753019,11333432
EUU,2029,10659489,11230498
EUU,2030,10515774,11072761
EUU,2031,10347987,10893639
EUU,2032,10176100,10714104
EUU,2033,10038948,10572087
EUU,2034,9944594,10477458
EUU,2035,9877753,10413426
EUU,2036,9815413,10353291
EUU,2037,9745243,10283535
EUU,2038,9667423,10203791
EUU,2039,9588078,10121116
EUU,2040,9516200,10046416
EUU,2041,9452906,9980751
EUU,2042,9397802,9923789
EUU,2043,9348228,9872581
EUU,2044,9303788,9826583
EUU,2045,9264131,9785542
EUU,2046,9227397,9747572
EUU,2047,9194087,9713017
EUU,2048,9166758,9684636
EUU,2049,9144157,9661246
EUU,2050,9123775,9640045
FCS,1990,28229444,28970154
FCS,1991,28932637,29707779
FCS,1992,29736557,30545780
FCS,1993,30653518,31500082
FCS,1994,31586454,32469095
FCS,1995,32451031,33362824
FCS,1996,33257961,34195159
FCS,1997,34053947,35011945
FCS,1998,34810008,35784269
FCS,1999,35540231,36533393
FCS,2000,36234815,37249257
FCS,2001,36910017,37947060
FCS,2002,37673277,38736163
FCS,2003,38501760,39594469
FCS,2004,39312457,40435885
FCS,2005,40159145,41308929
FCS,2006,41028325,42204431
FCS,2007,41868270,43073510
FCS,2008,42734185,43968311
FCS,2009,43673580,44937410
FCS,2010,44667275,45967801
FCS,2011,45702726,47044989
FCS,2012,46859640,48245015
FCS,2013,48136833,49566924
FCS,2014,49422638,50894547
FCS,2015,50676995,52189815
FCS,2016,51951774,53506945
FCS,2017,53264914,54862796
FCS,2018,54614662,56258231
FCS,2019,56002601,57695981
FCS,2020,57420035,59160200
FCS,2021,58831284,60613660
FCS,2022,60086725,61908434
FCS,2023,61467927,63333701
FCS,2024,62662876,64551313
FCS,2025,63737699,65648712
FCS,2026,64706769,66643186
FCS,2027,65621737,67585792
FCS,2028,66539019,68533858
FCS,2029,67510344,69538749
FCS,2030,68548000,70608550
FCS,2031,69639253,71726572
FCS,2032,70762252,72869267
FCS,2033,71905142,74022754
FCS,2034,73049265,75167570
FCS,2035,74179813,76292074
FCS,2036,75308168,77412123
FCS,2037,76450143,78547716
FCS,2038,77601586,79697372
FCS,2039,78748382,80846520
FCS,2040,79876265,81979818
FCS,2041,80965366,83074619
FCS,2042,82014091,84126952
FCS,2043,83015438,85130761
FCS,2044,83965801,86082206
FCS,2045,84871147,86986638
FCS,2046,85721601,87835513
FCS,2047,86519847,88631828
FCS,2048,87284648,89393730
FCS,2049,88006901,90113172
FCS,2050,88692262,90795890
FIN,1990,159085,166254
FIN,1991,158575,165538
FIN,1992,158535,165644
FIN,1993,159731,167114
FIN,1994,161018,168614
FIN,1995,161394,169032
FIN,1996,160651,168182
FIN,1997,158500,165835
FIN,1998,156282,163289
FIN,1999,155013,161972
FIN,2000,155112,162240
FIN,2001,156865,163944
FIN,2002,159614,166554
FIN,2003,161478,168305
FIN,2004,162162,168664
FIN,2005,161875,168097
FIN,2006,159938,166232
FIN,2007,157044,163212
FIN,2008,153551,159463
FIN,2009,149925,155950
FIN,2010,146651,152915
FIN,2011,144228,150575
FIN,2012,142542,149072
FIN,2013,142023,148718
FIN,2014,142493,149230
FIN,2015,143283,149828
FIN,2016,144744,151090
FIN,2017,146623,153176
FIN,2018,148489,155207
FIN,2019,150236,156948
FIN,2020,152006,158876
FIN,2021,153257,160346
FIN,2022,153932,160834
FIN,2023,153494,160415
FIN,2024,152038,159086
FIN,2025,149563,156526
FIN,2026,146132,152860
FIN,2027,141822,148273
FIN,2028,136474,142797
FIN,2029,130503,136551
FIN,2030,125037,130636
FIN,2031,120853,126393
FIN,2032,118027,123782
FIN,2033,116900,122493
FIN,2034,117081,122642
FIN,2035,117604,123414
FIN,2036,117946,123825
FIN,2037,118150,124054
FIN,2038,118365,124292
FIN,2039,118528,124475
FIN,2040,118575,124534
FIN,2041,118651,124625
FIN,2042,118777,124767
FIN,2043,118911,124913
FIN,2044,119132,125146
FIN,2045,119467,125500
FIN,2046,119883,125940
FIN,2047,120384,126468
FIN,2048,120911,127030
FIN,2049,121381,127531
FIN,2050,121779,127952
FJI,1990,45327,46369
FJI,1991,46244,47464
FJI,1992,46836,48232
FJI,1993,47215,48785
FJI,1994,47338,49068
FJI,1995,47220,49088
FJI,1996,46937,48927
FJI,1997,46629,48720
FJI,1998,46315,48500
FJI,1999,45953,48239
FJI,2000,45631,48019
FJI,2001,45483,47983
FJI,2002,45353,47952
FJI,2003,45112,47787
FJI,2004,44814,47548
FJI,2005,44468,47238
FJI,2006,44084,46872
FJI,2007,43627,46410
FJI,2008,43070,45787
FJI,2009,42496,45088
FJI,2010,41962,44415
FJI,2011,41505,43799
FJI,2012,41256,43375
FJI,2013,41275,43214
FJI,2014,41467,43214
FJI,2015,41722,43256
FJI,2016,42090,43409
FJI,2017,42543,43648
FJI,2018,42921,43821
FJI,2019,43139,43867
FJI,2020,43337,43984
FJI,2021,43397,44045
FJI,2022,43270,44008
FJI,2023,43200,44110
FJI,2024,43214,44313
FJI,2025,43328,44635
FJI,2026,43493,45021
FJI,2027,43561,45309
FJI,2028,43422,45378
FJI,2029,43107,45258
FJI,2030,42651,44974
FJI,2031,42123,44590
FJI,2032,41656,44236
FJI,2033,41279,43936
FJI,2034,40945,43638
FJI,2035,40690,43388
FJI,2036,40516,43202
FJI,2037,40372,43032
FJI,2038,40262,42895
FJI,2039,40195,42806
FJI,2040,40152,42744
FJI,2041,40135,42709
FJI,2042,40140,42701
FJI,2043,40136,42688
FJI,2044,40120,42664
FJI,2045,40117,42653
FJI,2046,40124,42652
FJI,2047,40126,42647
FJI,2048,40135,42650
FJI,2049,40134,42642
FJI,2050,40078,42576
FRA,1990,1893183,1984353
FRA,1991,1930472,2023736
FRA,1992,1958780,2054278
FRA,1993,1967949,2064082
FRA,1994,1964236,2059459
FRA,1995,1950925,2044671
FRA,1996,1932148,2024025
FRA,1997,1916697,2006583
FRA,1998,1914185,2003749
FRA,1999,1922972,2013754
FRA,2000,1929786,2022498
FRA,2001,1932131,2026932
FRA,2002,1930203,2026462
FRA,2003,1918887,2015341
FRA,2004,1899514,1995243
FRA,2005,1885234,1979313
FRA,2006,1876242,1968641
FRA,2007,1868850,1960991
FRA,2008,1874930,1967660
FRA,2009,1895903,1990914
FRA,2010,1920045,2018767
FRA,2011,1942731,2044070
FRA,2012,1963076,2065337
FRA,2013,1978105,2080341
FRA,2014,1985676,2086890
FRA,2015,1985712,2084668
FRA,2016,1986197,2082544
FRA,2017,1994269,2089072
FRA,2018,2008314,2103025
FRA,2019,2024861,2120453
FRA,2020,2041793,2138166
FRA,2021,2052864,2149524
FRA,2022,2057929,2156334
FRA,2023,2058412,2158837
FRA,2024,2054461,2154479
FRA,2025,2043057,2142187
FRA,2026,2023067,2121697
FRA,2027,2000271,2097010
FRA,2028,1975066,2070597
FRA,2029,1947140,2043035
FRA,2030,1915555,2010164
FRA,2031,1883688,1975783
FRA,2032,1857977,1948456
FRA,2033,1839156,1927877
FRA,2034,1823047,1909879
FRA,2035,1814439,1901100
FRA,2036,1814047,1901607
FRA,2037,1812685,1901073
FRA,2038,1809750,1898663
FRA,2039,1808136,1897526
FRA,2040,1806375,1896124
FRA,2041,1805304,1895331
FRA,2042,1806117,1896485
FRA,2043,1807791,1898504
FRA,2044,1809301,1900299
FRA,2045,1811034,1902333
FRA,2046,1812158,1903729
FRA,2047,1812010,1903733
FRA,2048,1811322,1903140
FRA,2049,1810587,1902474
FRA,2050,1810261,1902159
FRO,1990,1839,1997
FRO,1991,1791,1929
FRO,1992,1759,1879
FRO,1993,1700,1828
FRO,1994,1623,1765
FRO,1995,1578,1711
FRO,1996,1564,1695
FRO,1997,1574,1705
FRO,1998,1647,1745
FRO,1999,1748,1827
FRO,2000,1827,1932
FRO,2001,1896,2011
FRO,2002,1946,2049
FRO,2003,1972,2055
FRO,2004,1969,2023
FRO,2005,1910,1960
FRO,2006,1837,1895
FRO,2007,1787,1869
