countrycode,year,test,subject,idgrade,name,povline,seqpov,seqmean,mean,sd,indicator,model,type,value
AUT,2012,PISA,read,8,AUT_2012_score_pisa_read_8,407.4700012207031,0,0,489.6093444824219,.2045066356658936,7,2,4,1
AUT,2012,PISA,read,8,AUT_2012_score_pisa_read_8,407.4700012207031,0,0,489.6093444824219,.2045066356658936,8,1,4,1
AUT,2012,PISA,read,8,AUT_2012_score_pisa_read_8,407.4700012207031,0,0,489.6093444824219,.2045066356658936,8,2,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,1,1,15.46984958648682
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,1,2,-5.857036113739014
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,1,3,1.413141012191772
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,2,1,14.89041900634766
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,2,2,-10.98226642608643
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,1,2,3,2.649717330932617
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,1,1,1.844485282897949
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,1,2,-7.387082099914551
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,1,3,3.023571252822876
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,2,1,1.778155088424683
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,2,2,-7.374083042144775
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,2,2,3,3.020434856414795
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,1,1,.3270976543426514
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,1,2,-9.277887344360352
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,1,3,4.721042633056641
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,2,1,.4147707521915436
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,2,2,-6.574158668518066
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,3,2,3,4.068707466125488
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,4,1,1,-.7508599758148193
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,4,2,1,.1034642904996872
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,5,1,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,5,2,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,6,1,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,6,2,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,7,1,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,7,2,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,8,1,4,1
AUT,2012,PISA,science,8,AUT_2012_score_pisa_science_8,407.4700012207031,0,0,505.78125,.1959693133831024,8,2,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,1,1,18.22521209716797
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,1,2,-5.431791305541992
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,1,3,1.190046906471252
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,2,1,18.03944396972656
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,2,2,-9.043791770935059
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,1,2,3,1.981397271156311
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,1,1,2.389418840408325
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,1,2,-6.627466678619385
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,1,3,2.671095609664917
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,2,1,2.315980911254883
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,2,2,-6.789116859436035
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,2,2,3,2.706511497497559
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,1,1,.4707795679569244
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,1,2,-8.15090274810791
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,1,3,4.223953247070313
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,2,1,.5624405741691589
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,2,2,-6.23546838760376
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,3,2,3,3.804302215576172
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,4,1,1,-.7350283861160278
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,4,2,1,.1087162047624588
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,5,1,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,5,2,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,6,1,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,6,2,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,7,1,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,7,2,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,8,1,4,1
AUT,2015,PISA,math,8,AUT_2015_score_pisa_math_8,407.4700012207031,0,0,496.7422790527344,.2067079991102219,8,2,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,1,1,22.30542755126953
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,1,2,-4.640454769134521
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,1,3,.8814164996147156
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,2,1,22.694580078125
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,2,2,-6.751513957977295
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,1,2,3,1.282395005226135
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,1,1,3.556543111801147
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,1,2,-5.271659851074219
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,1,3,2.191250562667847
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,2,1,3.460644006729126
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,2,2,-5.557906627655029
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,2,2,3,2.245620965957642
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,1,1,.8700622320175171
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,1,2,-6.175376415252686
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,1,3,3.55284595489502
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,2,1,.9710208773612976
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,2,2,-5.127847194671631
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,3,2,3,3.353876352310181
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,4,1,1,-.7012920379638672
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,4,2,1,.1184438616037369
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,5,1,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,5,2,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,6,1,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,6,2,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,7,1,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,7,2,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,8,1,4,1
AUT,2015,PISA,read,8,AUT_2015_score_pisa_read_8,407.4700012207031,0,0,484.8656005859375,.2300031632184982,8,2,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,1,1,19.76542091369629
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,1,2,-5.291519641876221
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,1,3,1.137175798416138
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,2,1,19.83324241638184
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,2,2,-7.904809951782227
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,1,2,3,1.698785781860352
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,1,1,2.538972854614258
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,1,2,-6.784810543060303
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,1,3,2.672997236251831
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,2,1,2.448431015014648
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,2,2,-7.100388526916504
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,2,2,3,2.740816593170166
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,1,1,.4814302623271942
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,1,2,-8.547624588012695
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,1,3,4.266740798950195
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,2,1,.5272169709205627
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,2,2,-7.288134098052979
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,3,2,3,3.996069431304932
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,4,1,1,-.7291201949119568
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,4,2,1,.1121102496981621
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,5,1,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,5,2,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,6,1,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,6,2,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,7,1,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,7,2,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,8,1,4,1
AUT,2015,PISA,science,8,AUT_2015_score_pisa_science_8,407.4700012207031,0,0,495.0374755859375,.2107455283403397,8,2,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,1,1,17.55939674377441
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,1,2,-5.562212467193604
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,1,3,1.248652577400208
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,2,1,17.28346633911133
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,2,2,-9.34645938873291
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,1,2,3,2.098172426223755
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,1,1,2.199989318847656
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,1,2,-6.981582641601563
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,1,3,2.791773319244385
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,2,1,2.120720624923706
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,2,2,-7.149808406829834
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,2,2,3,2.829538106918335
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,1,1,.4102274179458618
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,1,2,-8.725707054138184
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,1,3,4.407797813415527
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,2,1,.4855093061923981
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,2,2,-6.73606538772583
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,3,2,3,3.961146116256714
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,4,1,1,-.7421184778213501
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,4,2,1,.1065541282296181
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,5,1,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,5,2,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,6,1,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,6,2,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,7,1,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,7,2,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,8,1,4,1
AUT,2018,PISA,math,8,AUT_2018_score_pisa_math_8,407.4700012207031,0,0,498.9423217773438,.2018846273422241,8,2,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,1,1,23.14301490783691
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,1,2,-4.751639366149902
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,1,3,.8970190286636353
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,2,1,23.49563407897949
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,2,2,-6.443996429443359
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,1,2,3,1.216503858566284
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,1,1,3.332238435745239
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,1,2,-5.945185661315918
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,1,3,2.311118841171265
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,2,1,3.250711441040039
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,2,2,-6.227843761444092
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,2,2,3,2.364479303359985
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,1,1,.7118369340896606
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,1,2,-7.362364768981934
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,1,3,3.767436265945435
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,2,1,.7636765837669373
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,2,2,-6.513319969177246
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,3,2,3,3.607152700424194
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,4,1,1,-.7122335433959961
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,4,2,1,.1170720905065536
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,5,1,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,5,2,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,6,1,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,6,2,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,7,1,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,7,2,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,8,1,4,1
AUT,2018,PISA,read,8,AUT_2018_score_pisa_read_8,407.4700012207031,0,0,484.392578125,.2223822921514511,8,2,4,1
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,1,1,21.00591659545898
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,1,2,-5.224094867706299
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,1,3,1.055286288261414
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,2,1,21.10726737976074
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,2,2,-7.433470726013184
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,1,2,3,1.501588106155396
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,1,1,2.694235801696777
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,1,2,-6.796613693237305
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,1,3,2.574944496154785
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,2,1,2.625571012496948
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,2,2,-7.039115428924561
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,2,2,3,2.623930692672729
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,1,1,.5075695514678955
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,1,2,-8.616223335266113
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,1,3,4.144515514373779
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,2,1,.5582352876663208
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,2,2,-7.40668249130249
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,3,2,3,3.900184154510498
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,4,1,1,-.7308055758476257
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,4,2,1,.111390046775341
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,5,1,4,1
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,5,2,4,1
AUT,2018,PISA,science,8,AUT_2018_score_pisa_science_8,407.4700012207031,0,0,489.7804260253906,.2095920443534851,6,1,4,1
